#Ord Beta Mu H Kx Ky Rfq Imfq in out Re Re_err Imag Imag_err U1 U2 U3 U4 
1 4 0.01 0 0 0 0 0 3 4 -0.00037079 0.000393346 0 0 2 -1 -1 -1 
1 4 0.01 0 0.785398 0 0 0 3 4 -0.000194824 0.000267262 0 0 2 -1 -1 -1 
1 4 0.01 0 1.5708 0 0 0 3 4 -0.000177407 0.000143694 0 0 2 -1 -1 -1 
1 4 0.01 0 2.35619 0 0 0 3 4 7.94249e-05 7.46228e-05 0 0 2 -1 -1 -1 
1 4 0.01 0 3.14159 0 0 0 3 4 -7.43598e-05 4.88786e-05 0 0 2 -1 -1 -1 
1 4 0.01 0 3.14159 0.785398 0 0 3 4 2.50583e-06 7.66483e-05 0 0 2 -1 -1 -1 
1 4 0.01 0 3.14159 1.5708 0 0 3 4 0.00010641 0.000159596 0 0 2 -1 -1 -1 
1 4 0.01 0 3.14159 2.35619 0 0 3 4 -0.000124215 0.000233887 0 0 2 -1 -1 -1 
1 4 0.01 0 3.14159 3.14159 0 0 3 4 0.000271382 0.000246069 0 0 2 -1 -1 -1 
1 4 0.01 0 2.35619 2.35619 0 0 3 4 -2.81499e-05 0.000228791 0 0 2 -1 -1 -1 
1 4 0.01 0 1.5708 1.5708 0 0 3 4 6.81925e-06 0.000200841 0 0 2 -1 -1 -1 
1 4 0.01 0 0.785398 0.785398 0 0 3 4 0.000146727 0.000243453 0 0 2 -1 -1 -1 
2 4 0.01 0 0 0 0 0 3 4 -0.000380337 0.000230952 0 0 2 2 -1 -1 
2 4 0.01 0 0.785398 0 0 0 3 4 -0.000423035 0.000124384 0 0 2 2 -1 -1 
2 4 0.01 0 1.5708 0 0 0 3 4 -4.50913e-08 5.31381e-05 0 0 2 2 -1 -1 
2 4 0.01 0 2.35619 0 0 0 3 4 -2.19587e-05 2.51277e-05 0 0 2 2 -1 -1 
2 4 0.01 0 3.14159 0 0 0 3 4 -2.05178e-05 1.59073e-05 0 0 2 2 -1 -1 
2 4 0.01 0 3.14159 0.785398 0 0 3 4 -3.6101e-05 2.57847e-05 0 0 2 2 -1 -1 
2 4 0.01 0 3.14159 1.5708 0 0 3 4 -2.25057e-05 5.99515e-05 0 0 2 2 -1 -1 
